model,short,query_id,patent,origin,qlang,src,n_targets,foreign_reach10
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025153617-A3_de_q_en,WO-2025153617-A3,synthetic,en,de,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634251-A1_en_q_es,EP-4634251-A1,synthetic,es,en,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634426-A1_en_q_es,EP-4634426-A1,synthetic,es,en,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634729-A1_en_q_de,EP-4634729-A1,synthetic,de,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4626569-A1_de_q_en,EP-4626569-A1,synthetic,en,de,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634394-A2_en_q_es,EP-4634394-A2,synthetic,es,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634424-A1_en_q_es,EP-4634424-A1,synthetic,es,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633602-A1_en_q_de,EP-4633602-A1,synthetic,de,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634337-A1_en_q_en,EP-4634337-A1,original,en,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634128-A1_en_q_en,EP-4634128-A1,original,en,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633896-A1_en_q_en,EP-4633896-A1,original,en,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025215091-A1_fr_q_fr,WO-2025215091-A1,original,fr,fr,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633599-A1_fr_q_fr,EP-4633599-A1,original,fr,fr,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633656-A1_fr_q_fr,EP-4633656-A1,original,fr,fr,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025208167-A1_de_q_de,WO-2025208167-A1,original,de,de,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634396-A1_fr_q_fr,EP-4634396-A1,original,fr,fr,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633893-A1_fr_q_fr,EP-4633893-A1,original,fr,fr,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633462-A1_en_q_en,EP-4633462-A1,original,en,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633386-A1_en_q_en,EP-4633386-A1,original,en,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633970-A1_fr_q_fr,EP-4633970-A1,original,fr,fr,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633415-A1_en_q_en,EP-4633415-A1,original,en,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633415-A1_en_q_de,EP-4633415-A1,synthetic,de,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633415-A1_fr_q_fr,EP-4633415-A1,original,fr,fr,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633415-A1_en_q_es,EP-4633415-A1,synthetic,es,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633950-A1_en_q_en,EP-4633950-A1,original,en,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633950-A1_en_q_de,EP-4633950-A1,synthetic,de,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633950-A1_fr_q_fr,EP-4633950-A1,original,fr,fr,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633950-A1_en_q_es,EP-4633950-A1,synthetic,es,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634629-A1_en_q_en,EP-4634629-A1,original,en,en,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634629-A1_de_q_de,EP-4634629-A1,original,de,de,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634629-A1_fr_q_fr,EP-4634629-A1,original,fr,fr,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634629-A1_en_q_es,EP-4634629-A1,synthetic,es,en,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633582-A1_en_q_es,EP-4633582-A1,synthetic,es,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634165-A1_en_q_es,EP-4634165-A1,synthetic,es,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633677-A1_en_q_de,EP-4633677-A1,synthetic,de,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634246-A1_en_q_en,EP-4634246-A1,original,en,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634120-A1_en_q_de,EP-4634120-A1,synthetic,de,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633638-A1_en_q_en,EP-4633638-A1,original,en,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633389-A1_en_q_en,EP-4633389-A1,original,en,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025209629-A1_de_q_es,WO-2025209629-A1,synthetic,es,de,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634132-A2_en_q_en,EP-4634132-A2,original,en,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634914-A1_en_q_es,EP-4634914-A1,synthetic,es,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634285-A1_en_q_de,EP-4634285-A1,synthetic,de,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634122-A1_fr_q_fr,EP-4634122-A1,original,fr,fr,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634365-A1_fr_q_fr,EP-4634365-A1,original,fr,fr,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025214709-A1_de_q_es,WO-2025214709-A1,synthetic,es,de,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633426-A2_en_q_es,EP-4633426-A2,synthetic,es,en,2,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4630604-A1_de_q_es,EP-4630604-A1,synthetic,es,de,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634118-A1_en_q_es,EP-4634118-A1,synthetic,es,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634404-A1_en_q_de,EP-4634404-A1,synthetic,de,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633465-A1_en_q_de,EP-4633465-A1,synthetic,de,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633680-A1_en_q_es,EP-4633680-A1,synthetic,es,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025201606-A1_de_q_es,WO-2025201606-A1,synthetic,es,de,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634435-A1_en_q_de,EP-4634435-A1,synthetic,de,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634143-A1_en_q_de,EP-4634143-A1,synthetic,de,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634411-A1_en_q_de,EP-4634411-A1,synthetic,de,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634287-A1_en_q_es,EP-4634287-A1,synthetic,es,en,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633627-A1_en_q_de,EP-4633627-A1,synthetic,de,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633670-A1_fr_q_fr,EP-4633670-A1,original,fr,fr,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025202163-A1_fr_q_fr,WO-2025202163-A1,original,fr,fr,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025214852-A1_fr_q_fr,WO-2025214852-A1,original,fr,fr,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025214996-A1_fr_q_fr,WO-2025214996-A1,original,fr,fr,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4630123-A1_de_q_de,EP-4630123-A1,original,de,de,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634646-A1_en_q_en,EP-4634646-A1,original,en,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634294-A1_en_q_en,EP-4634294-A1,original,en,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634436-A1_fr_q_fr,EP-4634436-A1,original,fr,fr,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633761-A1_en_q_en,EP-4633761-A1,original,en,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025215167-A1_de_q_de,WO-2025215167-A1,original,de,de,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4626962-A1_de_q_en,EP-4626962-A1,synthetic,en,de,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4626962-A1_de_q_de,EP-4626962-A1,original,de,de,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4626962-A1_fr_q_fr,EP-4626962-A1,original,fr,fr,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4626962-A1_de_q_es,EP-4626962-A1,synthetic,es,de,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025201936-A1_de_q_en,WO-2025201936-A1,synthetic,en,de,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025201936-A1_fr_q_fr,WO-2025201936-A1,original,fr,fr,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025201936-A1_de_q_es,WO-2025201936-A1,synthetic,es,de,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634597-A1_en_q_en,EP-4634597-A1,original,en,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634597-A1_en_q_de,EP-4634597-A1,synthetic,de,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634597-A1_fr_q_fr,EP-4634597-A1,original,fr,fr,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634597-A1_en_q_es,EP-4634597-A1,synthetic,es,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634381-A1_en_q_zh,EP-4634381-A1,synthetic,zh,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633589-A1_en_q_zh,EP-4633589-A1,synthetic,zh,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4627024-A1_de_q_zh,EP-4627024-A1,synthetic,zh,de,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634926-A1_en_q_zh,EP-4634926-A1,synthetic,zh,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633863-A2_en_q_zh,EP-4633863-A2,synthetic,zh,en,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633797-A1_en_q_zh,EP-4633797-A1,synthetic,zh,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633777-A1_en_q_zh,EP-4633777-A1,synthetic,zh,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633621-A1_en_q_zh,EP-4633621-A1,synthetic,zh,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634723-A1_en_q_zh,EP-4634723-A1,synthetic,zh,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633581-A1_en_q_zh,EP-4633581-A1,synthetic,zh,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634416-A1_en_q_zh,EP-4634416-A1,synthetic,zh,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634305-A1_en_q_zh,EP-4634305-A1,synthetic,zh,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633531-A1_en_q_zh,EP-4633531-A1,synthetic,zh,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634333-A1_en_q_zh,EP-4634333-A1,synthetic,zh,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634212-A1_en_q_zh,EP-4634212-A1,synthetic,zh,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4629959-A1_de_q_zh,EP-4629959-A1,synthetic,zh,de,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4627881-A1_de_q_zh,EP-4627881-A1,synthetic,zh,de,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633576-A1_en_q_zh,EP-4633576-A1,synthetic,zh,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633742-A2_en_q_zh,EP-4633742-A2,synthetic,zh,en,1,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633791-A1_en_q_zh,EP-4633791-A1,synthetic,zh,en,1,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4630574-A1_fr_q_fr,EP-4630574-A1,original,fr,fr,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634111-A1_fr_q_fr,EP-4634111-A1,original,fr,fr,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633622-A2_en_q_es,EP-4633622-A2,synthetic,es,en,2,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634187-A1_en_q_es_120,EP-4634187-A1,synthetic,es,en,2,0.5
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634139-A1_fr_q_fr,EP-4634139-A1,original,fr,fr,2,0.5
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634136-A1_en_q_en,EP-4634136-A1,original,en,en,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634136-A1_en_q_de,EP-4634136-A1,synthetic,de,en,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634136-A1_fr_q_fr,EP-4634136-A1,original,fr,fr,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634136-A1_en_q_es_125,EP-4634136-A1,synthetic,es,en,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634136-A1_zh_q_zh,EP-4634136-A1,original,zh,zh,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634248-A1_en_q_en,EP-4634248-A1,original,en,en,2,0.5
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634142-A1_en_q_es,EP-4634142-A1,synthetic,es,en,2,0.5
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025214812-A1_de_q_es,WO-2025214812-A1,synthetic,es,de,2,0.5
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4633662-A1_en_q_de,EP-4633662-A1,synthetic,de,en,2,0.5
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,WO-2025153617-A3_de_q_de,WO-2025153617-A3,original,de,de,2,0.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634596-A1_en_q_en,EP-4634596-A1,original,en,en,2,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634596-A1_en_q_de,EP-4634596-A1,synthetic,de,en,2,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634596-A1_fr_q_fr,EP-4634596-A1,original,fr,fr,2,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634596-A1_en_q_es_135,EP-4634596-A1,synthetic,es,en,2,1.0
nomic-ai/nomic-embed-text-v2-moe,nomic-v2-moe,EP-4634596-A1_zh_q_zh,EP-4634596-A1,original,zh,zh,2,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633662-A1_en_q_en,EP-4633662-A1,original,en,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4630509-A1_fr_q_fr,EP-4630509-A1,original,fr,fr,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634248-A1_en_q_es,EP-4634248-A1,synthetic,es,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634187-A1_en_q_es,EP-4634187-A1,synthetic,es,en,2,0.5
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634142-A1_fr_q_fr,EP-4634142-A1,original,fr,fr,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633768-A2_en_q_es,EP-4633768-A2,synthetic,es,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633645-A1_fr_q_fr,EP-4633645-A1,original,fr,fr,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633622-A2_en_q_de,EP-4633622-A2,synthetic,de,en,2,0.5
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634601-A1_en_q_en,EP-4634601-A1,original,en,en,2,0.5
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4630626-A1_de_q_de,EP-4630626-A1,original,de,de,2,0.5
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4630600-A1_de_q_en,EP-4630600-A1,synthetic,en,de,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633632-A1_en_q_es,EP-4633632-A1,synthetic,es,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634136-A1_en_q_es,EP-4634136-A1,synthetic,es,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634157-A1_en_q_de,EP-4634157-A1,synthetic,de,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4630574-A1_de_q_en,EP-4630574-A1,synthetic,en,de,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634111-A1_en_q_de,EP-4634111-A1,synthetic,de,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634596-A1_en_q_es,EP-4634596-A1,synthetic,es,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634139-A1_en_q_es,EP-4634139-A1,synthetic,es,en,2,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025153617-A3_de_q_en,WO-2025153617-A3,synthetic,en,de,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634251-A1_en_q_es,EP-4634251-A1,synthetic,es,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634426-A1_en_q_es,EP-4634426-A1,synthetic,es,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634729-A1_en_q_de,EP-4634729-A1,synthetic,de,en,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4626569-A1_de_q_en,EP-4626569-A1,synthetic,en,de,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634394-A2_en_q_es,EP-4634394-A2,synthetic,es,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634424-A1_en_q_es,EP-4634424-A1,synthetic,es,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633602-A1_en_q_de,EP-4633602-A1,synthetic,de,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634337-A1_en_q_en,EP-4634337-A1,original,en,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634128-A1_en_q_en,EP-4634128-A1,original,en,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633896-A1_en_q_en,EP-4633896-A1,original,en,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025215091-A1_fr_q_fr,WO-2025215091-A1,original,fr,fr,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633599-A1_fr_q_fr,EP-4633599-A1,original,fr,fr,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633656-A1_fr_q_fr,EP-4633656-A1,original,fr,fr,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025208167-A1_de_q_de,WO-2025208167-A1,original,de,de,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634396-A1_fr_q_fr,EP-4634396-A1,original,fr,fr,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633893-A1_fr_q_fr,EP-4633893-A1,original,fr,fr,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633462-A1_en_q_en,EP-4633462-A1,original,en,en,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633386-A1_en_q_en,EP-4633386-A1,original,en,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633970-A1_fr_q_fr,EP-4633970-A1,original,fr,fr,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633415-A1_en_q_en,EP-4633415-A1,original,en,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633415-A1_en_q_de,EP-4633415-A1,synthetic,de,en,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633415-A1_fr_q_fr,EP-4633415-A1,original,fr,fr,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633415-A1_en_q_es,EP-4633415-A1,synthetic,es,en,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633950-A1_en_q_en,EP-4633950-A1,original,en,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633950-A1_en_q_de,EP-4633950-A1,synthetic,de,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633950-A1_fr_q_fr,EP-4633950-A1,original,fr,fr,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633950-A1_en_q_es,EP-4633950-A1,synthetic,es,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634629-A1_en_q_en,EP-4634629-A1,original,en,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634629-A1_de_q_de,EP-4634629-A1,original,de,de,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634629-A1_fr_q_fr,EP-4634629-A1,original,fr,fr,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634629-A1_en_q_es,EP-4634629-A1,synthetic,es,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633582-A1_en_q_es,EP-4633582-A1,synthetic,es,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634165-A1_en_q_es,EP-4634165-A1,synthetic,es,en,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633677-A1_en_q_de,EP-4633677-A1,synthetic,de,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634246-A1_en_q_en,EP-4634246-A1,original,en,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634120-A1_en_q_de,EP-4634120-A1,synthetic,de,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633638-A1_en_q_en,EP-4633638-A1,original,en,en,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633389-A1_en_q_en,EP-4633389-A1,original,en,en,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025209629-A1_de_q_es,WO-2025209629-A1,synthetic,es,de,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634132-A2_en_q_en,EP-4634132-A2,original,en,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634914-A1_en_q_es,EP-4634914-A1,synthetic,es,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634285-A1_en_q_de,EP-4634285-A1,synthetic,de,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634122-A1_fr_q_fr,EP-4634122-A1,original,fr,fr,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634365-A1_fr_q_fr,EP-4634365-A1,original,fr,fr,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025214709-A1_de_q_es,WO-2025214709-A1,synthetic,es,de,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633426-A2_en_q_es,EP-4633426-A2,synthetic,es,en,2,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4630604-A1_de_q_es,EP-4630604-A1,synthetic,es,de,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634118-A1_en_q_es,EP-4634118-A1,synthetic,es,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634404-A1_en_q_de,EP-4634404-A1,synthetic,de,en,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633465-A1_en_q_de,EP-4633465-A1,synthetic,de,en,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633680-A1_en_q_es,EP-4633680-A1,synthetic,es,en,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,WO-2025201606-A1_de_q_es,WO-2025201606-A1,synthetic,es,de,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634435-A1_en_q_de,EP-4634435-A1,synthetic,de,en,1,1.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634143-A1_en_q_de,EP-4634143-A1,synthetic,de,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634411-A1_en_q_de,EP-4634411-A1,synthetic,de,en,1,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4634287-A1_en_q_es,EP-4634287-A1,synthetic,es,en,2,0.0
ibm-granite/granite-embedding-278m-multilingual,granite-278m,EP-4633627-A1_en_q_de,EP-4633627-A1,synthetic,de,en,1,1.0
